artist_id,artist_name
820,2003 ราตรี (2002 Ratree)
821,2004 The Best Ads Vol.2
822,2004歐洲盃足球賽指定歌曲
823,2004韋伯來台紀念專輯
825,2005貴族音樂剪影
826,2006 KTV點唱精選國語總排行
827,2006 KTV點唱精選西洋總排行
828,2006 MP3人氣超強總冠軍
829,2006 World Fever Dance Album
830,2006 來電答鈴國排行總冠軍
831,2006年終極選-最紅冠軍舞曲極限全記錄
832,2006韓劇超強情歌精選NO.1
833,2007 Best MP3人氣超強西洋總冠軍
835,2007 海洋音樂祭海洋大賞
836,2007年終極選
837,2007電音星光幫
840,2009年的第一場流星雨
841,2009年終鑽石精選
846,2010 Best of hanssler
847,2010 Teen Power 搖滾高校
848,2010 The Hottest
849,2010s Karaoke Band
850,2011 Grammy Nominees
852,2011 The Hottest 年度大排行
853,2011年中大排行
854,2011年終鑽石精選
859,2012 Halloween
861,2012 Happy New Year| New Years Eve Party| New Year 2012 Dance Party
862,2012 The Hottest
863,2012網路票選權威歌曲
864,2012高中原創畢業歌合輯
866,2013快樂男聲
867,2013網路票選權威歌曲
868,2013電信創新應用大賽 音樂創作組 合輯
871,2014 Top 40 Hits
872,2014 高中原創畢業歌合輯
873,2014情歌對唱專輯
874,2014香港大團誕生合輯
876,2015 Chillout Ibiza Lounge
880,2015 Daylight
881,2015 Deep House
882,2015 Fuelled Pop
886,2015 Now Check This
889,2015網路下載冠軍全集
891,2016 Billboard Hits| 2016 Top 40 Hits| 2016 Tanzparty
892,2016 Billboard Masters
894,2016 Gym Music
897,2016 Party Hits
899,2016 Workout Music
913,20位巨星千萬張成名曲
920,21 Savage| Metro Boomin
922,211 이일일
925,21:03
939,22 cats
941,220 Volt
951,22K夢想高飛 電視原聲帶
957,2344
961,24 Hour Party Project
965,24 Niccolo Paganini Capricci
974,24K
976,24days
979,24k Magic
983,25 Christmas Classics
1003,2AM
1004,2AM Club
1010,2BiC
1012,2CELLOS (Sulic & Hauser)
1020,2DEN
1039,2LIPS (2☆LIPS)
1041,2LSON
1043,2Manyfold| Jorge| Melo| Thorsten Hammer| THs| Fresh Funky S| Moz5a| Boy Funktastic| DEEP IMPACT ON FISIKO| Dynamic David| Seb Skalski| Deem| DJ Herby| oblongmonster| Dr. Emok| Borja Becker| J. De la Torre| Lukas Trunk| Simon koma| Conde Milenio| DJ Zoli|
1045,2Much
1047,2NB
1048,2NE1
1049,2PM
1050,2PM+2AM
1051,2Pac
1053,2Pac | Snoop Doggy Dogg
1056,2Point1
1057,2R
1061,2Rave
1062,2ReD Suns
1065,2Steel Girls
1075,2Well
1077,2XL
1079,2YOON
1080,2Young
1085,2day 2morrow
1089,2faith (2faith)
1101,2max
1102,2moro
1109,2nd II None
1118,2sant
1122,2story
1130,2個女生
1131,2女
1137,3 Colours Red
1139,3 Doors Down
1143,3 Global Players
1154,3 Problems
1172,30 Electro Tech House Smasher
1174,30 Lincoln
1181,300 Original Motion Picture Soundtrack
1183,3010
1190,30s Hits
1193,311
1197,31Knots
1203,333
1206,33Miles
1210,36
1211,36 Crazyfists
1212,36.6
1220,38 Special
1226,3A
1232,3D
1246,3LAU
1247,3LAU & Said The Sky feat. Christina
1248,3LAU and Nom De Strip featuring Estelle
1249,3LAU and Paris & Simo featuring Bright Lights
1250,3LAU feat. Emma Hewitt
1251,3LAU feat. Yeah Boy
1252,3LOGY
1253,3LW
1258,3OH!3
1267,3T
1274,3d Friends
1279,3epkano
1291,3monkey
1294,3ound's†
1305,3rd Line Butterfly
1312,3rd Times a Charm
1314,3rd World Spectator
1319,3thvn
1322,3秒樂團
1325,4 Bar Stars
1328,4 Da People
1335,4 Golden Princess 四千金
1336,4 Guys From The Future
1338,4 Hiverns
1340,4 In Love
1343,4 Non Blondes
1360,40 (포티)
1363,40 Christmas Dance Hits
1368,40 Most Beautiful
1371,40 Most Beautiful Ballet Classics
1372,40 Most Beautiful Piano Classics
1373,40 Most Beautiful Romantic Classics
1380,40 Watt Sun
1392,40mP
1393,40s Classics
1406,43 Miles North
1408,432 Hz Universal Harmony
1411,432HZ MUSIC JAPAN
1437,49 swimming pools
1440,4B
1441,4B & DOCO
1453,4Hero
1456,4Kast
1461,4MEN&美 (포맨&미)
1462,4MINUTE
1463,4Men
1465,4Noiz
1473,4U樂隊
1474,4WD
1475,4X
1478,4d4m
1480,4ever
1487,4post
1489,4th & Ocean
1493,4th Quarter
1498,4u
1501,5 & a Dime
1502,5 10 15 - 15 Tracks By 10 Artists To Celebrate 5 Years Of Peacelounge Recordings
1510,5 Seconds Of Summer
1515,5 pra 1
1523,50 Best Children's Classics
1526,50 Best Relaxing Classics
1527,50 Best Romantic Classics
1528,50 Cent
1529,50 Cent & G-Unit
1530,50 Chillout Lounge Classics
1531,50 Classical Music Favorites
1537,50 First Dates
1540,50 Great Songs
1542,50 Greatest Opera Classics
1546,50 Hands Up Classics
1547,50 Lions
1551,50 Shades of Sensual Classics
1561,50 Techno Trance Anthems
1568,50 Tubes Du Top
1583,500 Days of Summer
1597,51(伍冠諺X易桀齊)
1610,55 Relaxing Classics for the Heart & Sounds of Love and Relaxation Music & Ultimate Piano Classics
1611,5566
1618,5Fingaz
1624,5URPRISE 서프라이즈
1631,5sta Family
1634,5th Elements
1641,5tion
1643,5u5h1
1645,5urprise
1652,6 to 8
1658,60's 70's 80's 90's Hits
1660,60's 70's 80's 90's Hits| 90's Groove Masters| 90s Maniacs
1665,60's 70's 80's 90's Hits| Old School Players| Golden Oldies
1666,60's 70's 80's 90's Hits| The 90's Generation| 90s Pop
1673,60's| 70's| 80's & 90's Pop Divas
1680,60s Pop
1693,65daysofstatic
1695,666
1697,666| Tag Team
1700,68 BEATS
1706,6CycleMind
1710,6LACK
1738,7 Jaay
1739,7 Minutes Dead
1749,7!!(seven oops)
1755,70's Club Hits Reloaded| Vol.3
1757,70's Various Artists
1760,702
1768,70s Greatest Hits
1770,70s Greatest Hits| 70s Love Songs| 70s Music
1774,70s Greatest Hits| Today's Hits!| Billboard Top 100 Hits
1777,70s Love
1778,70s Love Songs
1782,70s Movers & Shakers
1783,70s Music
1794,75A
1801,77 Jefferson
1814,7Years
1821,7eventh Time Down
1829,7妹
1835,8 Bit Universe
1837,8 Great Hits
1844,8-Bit Arcade
1846,8-Bit Universe
1852,80's British Invasion 30th Anniversary(3CD)
1853,80's D.J. Dance
1855,80's Dj Picks
1857,80's Love Band
1859,80's Pop
1863,80's Pop Super Hits
1864,80's Pop Super Hits| Compilation 80's| Compilation Années 80
1865,80's Pop| 80's Pop Band| Compilation 80's
1876,808 State
1882,80Bugg| UNOBAHN
1883,80KIDZ
1890,80s Chartstarz| 80s Greatest Hits| 80's Pop Band
1896,80s Greatest Hits
1899,80s Greatest Hits| 80's Pop Super Hits| The 80's Allstars
1913,80s Pop Stars
1919,80s go Reggae
1920,80’s Groove Masters
1932,881電影原聲帶
1940,8Ball
1941,8Ball & MJG
1943,8Eight
1960,9
1966,9 O'clock
1969,9 Theory
1970,9 and the Numbers
1979,90's Bambino
1982,90's Pop Band
1986,903 Playas
1990,90er Tanzparty| D.J. Rock 90's| 90s allstars
1992,90s Classics
1993,90s Dance Music
1996,90s Maniacs
2010,90s Unforgettable Hits
2018,90s allstars|Compilation 80's|D.J. Rock 90's
2022,911
2023,911 Turbo
2028,929
2033,95 Royale
2036,98 Degrees
2044,99 Percent
2047,99 Souls
2054,99RadioService
2060,9MUSES
2067,9mm Parabellum Bullet
2069,9th & Shunk
2076,9th Wonder
2079,9호선 환승역
2089,<失去你的那一天>電視原聲帶
2100,A
2101,A & Z
2102,A & Z vs Amir Hussain
2103,A & Z| KeyPlayer
2125,A Beautiful New World
2126,A Better Hand
2127,A Better World
2132,A Boogie Wit da Hoodie
2139,A Broke Down Melody
2146,A Cappella Players
2148,A Caruma
2154,A Change of Pace
2161,A Christmas Present From Motown - Volume 1
2166,A Compás
2167,A Concord Jazz Christmas| Vol. 2
2176,A Cut Above
2180,A Day To Remember
2185,A Di He Chang Tuan 阿弟合唱团
2189,A Dinner For Lovers Vol. 03
2190,A Disney Channel Holiday
2199,A Faylene Sky
2200,A Few Good Men
2203,A Fine Frenzy
2208,A Flock Of Seagulls
2210,A Fly Guy
2216,A Ghost Of Flare
2219,A Girl I Know
2223,A Good One
2226,A Great Big World
2227,A Great Big World feat. Christina Aguilera
2238,A Holly Jolly Kids' Christmas
2269,A Little Mandarin
2271,A Loss For Words
2274,A Lot Like Love - Music From The Motion Picture
2283,A Man Called S
2284,A Man From Jupiter
2297,A Music Theory
2298,A NOSTALGIC CHRISTMAS
2301,A New Day Of Worship
2309,A Night in México
2315,A Perfect Circle
2330,A R I Z O N A
2332,A ROCKIN' CHRISTMAS
2342,A Revolution Of Canon Classic
2344,A Rob Zombie Film HALLOWEEN Original Motion Picture Soundtrack
2346,A Rocket To The Moon
2358,A Sense of Purpose
2364,A Silver Lining
2367,A Sky Full of Stars
2368,A Skylit Drive
2387,A Sunny Day in Glasgow
2388,A Surgeon
2390,A Symphony Of British Music: Music For The Closing Ceremony Of The London 2012 Olympic Games
2391,A TEAM
2394,A Taste of Honey
2396,A Thin Line Between Love & Hate-Roger Troutman feat. Shirley Murdock
2397,A Thousand Horses
2399,A Thousand Vows
2400,A Thousand Years
2403,A Time To Chillout
2410,A Tribe Called Quest
2411,A Tribe Called Red
2413,A Tribute To Judas Priest
2414,A Tribute To Nicolette Larson: Lotta Love Concert
2423,A Very Long Engagement Un long dimanche de fianceilles
2432,A Walk Along The La Seine
2433,A Walk In The Colouds
2434,A Walk To Remember Music From The Motion Picture
2440,A Winged Victory For The Sullen
2442,A Woman's Heart
2443,A World In Pictures
2450,A la Big Bom Band & David Pastor
2451,A melody a day keeps the doctor away
2457,A$AP Ferg
2458,A$AP Ferg feat. A$AP Rocky
2461,A$AP Mob
2462,A$AP Mob feat. A$AP Nast & Method Man
2463,A$AP Mob feat. A$AP Rocky| A$AP Ferg| A$AP Nast & A$AP Twelvyy
2465,A$AP Rocky
2466,A$AP Rocky feat. Juicy J
2467,A$AP Rocky feat. Rod Stewart x Miguel x Mark Ronson
2468,A$AP Rocky featuring Drake| 2 Chainz & Kendrick Lamar
2476,A&G| Northmark feat. Gabrielle Ross
2480,A'N'D
2487,A* Karaoke
2488,A* Karaoke Jukebox
2490,A*Teens
2502,A-Bro
2503,A-Butta
2507,A-Daily
2509,A-Dub da Prodigy
2512,A-F-R-O| Marco Polo| Marco Polo| A-F-R-O
2513,A-Fati
2516,A-Fuzz
2517,A-Game Writers
2518,A-Ha
2525,A-L-X
2526,A-Lee
2528,A-Lin
2530,A-Listers
2545,A-One| Carey Stacks
2546,A-PRINCE
2554,A-SHO| Lucky Rose
2561,A-Trak
2562,A-Trak and Milo & Otis
2608,A. Swain & Lipe
2617,A.B. Milli
2634,A.CHAL
2658,A.J. Holmes and The Hackney Empire
2660,A.J. and the Jiggawatts
2666,A.K. Klosowski / Pyrolator
2667,A.K.A.
2669,A.K.A. Pella
2672,A.KOR
2674,A.L. Lloyd
2678,A.L.T. And The Lost Civilization
2680,A.Leean
2685,A.M. Kidd
2689,A.M.7.
2696,A.N.B
2697,A.N.D TAIPEI
2713,A.R. Rahman
2714,A.R. Rahman & The Pussycat Dolls
2716,A.R.D.I.| Linnea Schossow
2717,A.R.E. Weapons
2730,A.Shya
2744,A.Su| Valeriy Khoma| Dmitry Ivashkin| DIM TARASOV| Antonio Energy| Bad Danny| Dj NaTaN ShmiT| Space Energie| Satori Panic| Patrick Cross & Andy Gis
2745,A.T
2751,A.TRAIN
2763,A1
2771,A2A
2779,A3
2782,A4F
2788,A:J
2791,AA(DOUBLE A)
2793,AAA
2801,ABBA
2803,ABBA Revival Band
2807,ABC
2808,ABC Kids
2817,ABOVE THE LAW
2827,AC Slater
2829,AC/DC
2834,ACCEPT
2839,ACE OF SPADES × PKCZ feat. 登坂広臣
2841,ACEMAX-RED
2844,ACHORDION
2847,ACIDMAN
2852,ACOUSTIC PROBING & ACOUSTIC PROBING
2857,AC周予天
2858,AD
2864,ADAM| Daniel Baron
2866,ADLT VDEO
2884,AETA (イータ)
2892,AFI
2893,AFLOW HEAD (AFLOW HEAD)
2902,AGA
2903,AGA| Gin Lee
2905,AGG
2906,AGK
2908,AGNEZ MO feat. Timbaland| T.I.
2912,AGrifter
2914,AHMIR
2915,AHO
2917,AI
2919,AI-TIEM
2928,AIDA Music
2931,AIKA
2948,AJ
2955,AJ MCLEAN
2961,AJ Rafael
2964,AJ Tracey
2971,AJR
2973,AK
2974,AK & The LAX Bros
2983,AK-69
2986,AK47| Ryuk Kelevra Joe
2988,AKA
2995,AKASH
2998,AKB48
3000,AKDONG MUSICIAN (AKMU)
3005,AKIDZ
3006,AKIKO WADA (和田アキ子)
3008,AKIRA
3012,AKLO
3013,AKLO & XBS
3017,AKR-FITW™
3019,AKUA
3020,AKi
3030,ALBATROSICKS
3035,ALESSO X CHEN
3043,ALISA
3046,ALL CITY STEPPERS
3047,ALL OFF
3049,ALLEGAEON
3072,ALZHEIMER (อัลไซเมอร์)
3075,ALi
3076,ALi| Horan
3080,AM & Shawn Lee| AM| Shawn Lee
3089,AM444| -M-
3090,AMANUMA Takayuki
3092,AMATSUKI (天月-あまつき-)
3094,AMB Projekt
3095,AMBER
3096,AMBER X LUNA
3100,AMEFURASHIQUALTET (雨ふらしカルテット)
3106,AMIAYA
3107,AMIINA
3108,AMIT
3111,AMK
3113,AMON AMARTH
3116,AMWE
3118,AMY DIAMOND
3121,AMcreative Musical
3123,AMyn
3124,AN CAFE (アンティック-珈琲店-)
3133,ANAN RYOKO
3134,ANATAKIKOU
3139,ANDE
3143,ANGELICA (アンジェリカ)
3144,ANGELO PEREZ
3145,ANGERME (アンジュルム)
3147,ANGRA
3151,ANIME PROJECT
3152,ANIMEDM
3154,ANISON FANTASY
3155,ANISON PROJECT
3161,ANNA TSUCHIYA inspi' NANA (BLACK STONES) OLIVIA inspi' REIRA (TRAPNEST)
3168,ANOHNI
3169,ANOTHER STORY OF THE OTHER SIDE
3179,ANYA ROSE
3181,AN| GUMI (あん| GUMI)
3182,AOA
3183,AOA CREAM (酉奈、惠晶&澯美)
3184,AOA 智珉 + EXO XIUMIN
3185,AOA(邦楽)
3186,AOA智珉+N.FLYING J.DON
3191,AOORA
3192,AOORA feat. Demian
3193,AOZORASODA (青空ソーダ)
3199,APA
3200,APA feat. Dave Thomas Junior
3204,APE MONEY
3207,APHASIA
3218,APNEA
3223,APP
3225,APRIL
3231,AQUAPLUS
3238,ARARE
3243,ARCPLG
3256,AROMA
3262,ARSMAGNA (アルスマグナ)
3276,AS I LAY DYING
3279,ASA
3281,ASAKO
3282,ASAP
3283,ASA樂團
3290,ASHGRAY
3293,ASIAN KUNG-FU GENERATION
3295,ASKA飛鳥涼
3302,ASTR
3306,ASTRIX
3312,ASYA
3315,ATB
3317,ATB feat. Ramona Nerra
3318,ATBOs
3321,ATF
3322,ATFC
3327,ATLiens| I.Y.F.F.E
3355,AUN J-CLASSIC ORCHESTRA
3359,AURORA
3361,AUSTRIAS NEXT TOPMODEL
3371,AVE & EFX| Varun
3374,AVIA
3376,AVKN
3379,AVTechNO!
3383,AWA
3388,AWE
3392,AWOLNATION
3408,AYNA x 9999
3410,AZ Mezzanine Digital Volume 3
3413,AZIATIX
3416,A_RukaP(M@SATOSHI) (アルカP(M@SATOSHI))
3419,AaRON
3434,Aaliyah
3435,Aaliyah C
3447,Aanysa| Snakehips
3451,Aardvark Spleen
3460,Aaron Abernathy
3463,Aaron Ambrose feat. Paulina
3465,Aaron Axton
3475,Aaron Carpenter
3476,Aaron Carter
3486,Aaron Espe
3505,Aaron Krause
3511,Aaron Lines
3518,Aaron Neville
3522,Aaron Parks
3543,Aaron Smith feat. Luvli
3549,Aaron Taylor
3554,Aaron Thompson
3567,Aaron Wright
3568,Aaron Zigman
3587,Aayla
3592,Ab Harrison Ugbabe
3595,Ab-Soul
3602,Abaddon
3610,Abandon
3618,Abandoned Pools
3625,Abay
3632,Abbamania
3635,Abbath
3638,Abbey Blue
3640,Abbey Lincoln
3643,Abbey Road
3665,Abby K
3666,Abby K| Kate Lanoz| Cyriaque
3720,Abe Vigoda
3721,Abe's Funny Ringtones
3723,Abeba
3728,Abel Chungu Musuka
3732,Abel K Kaña
3733,Abel Korzeniowski
3735,Abel Miller
3751,Abel Ramos & Felix Leiter
3758,Abel Vros
3764,Aberdeen Green
3781,Abi Alton
3785,Abiah
3801,Abigail Washburn & The Shanghai Restoration Project
3809,Abilio Manoel
3823,Ablaze feat. NiVo
3824,Able
3839,Aboriginal Didgeridoo
3840,Aboriginal Dreamtime
3841,Aborted
3844,Abossa
3847,Abou Diarra
3851,About Last Night (Motion Picture Soundtrack)
3856,Above & Beyond
3859,Above & Beyond feat. Richard Bedford
3860,Above & Beyond feat. Zoe Johnston
3862,Above & Beyond| OceanLab
3872,Abra
3875,Abra Moore
3882,Abraham Mateo
3897,Abrina
3915,Absolute All Time Favorites
3918,Absolute Funk
3922,Absolute Modern Worship For Kids
3924,Absolute Smash Hits
3938,Abstract
3939,Abstract Butta Fingas
3943,Abstract Rude
3948,Abstraction Unit| Alfoa| Arny| Burak Yildirim| Digital Department| DK Watts| Franzis D| Hypnotic Duo| LMO Project| Matteo Monero| Orelse| Rich Curtis| Shock Osugi| TakisM| Tolga Diler
3961,Abtmelody
3968,Abundant Life Ministries
3973,Abysmal Dawn
3977,Abyssal
3989,Acacia
3997,Academia de Música del Sueño
4001,Academia de Música para el Masaje y Relajarse
4012,Academy of St Martin-in-the-Fields/Sir Neville Marriner
4013,Academy of St Martin-in-the-Fields/Sir Neville Marriner/Jack Brymer/Royal Philharmonic Orchestra/Sir Thomas Beecham/Bath Festival Orchestra/Yehudi Menuhin/Barry Tuckwell
4017,Academy of St. Martin in the Fields|Alfred Brendel|Sir Neville Marriner
4022,Academy of St. Martin in the Fields|Iona Brown|Various Artists
4026,Academy of St. Martin in the Fields|Sir Neville Marriner|Neil Black|Alan Civil
4031,Acama
4045,Accademia Bizantina|Stefano Montanari|Andreas Scholl
4069,Accordéon Académy| The Accordion All-Stars| Musique d'accordéon
4077,Ace
4091,Ace Frehley
4096,Ace Hood
4102,Ace Muney
4103,Ace Of Base
4111,Ace Wilder
4126,Acerting Art
4138,Acherontas
4150,Achim Petry
4156,Achtabahn
4157,Achtung
4161,Acid
4163,Acid Black Cherry
4171,Acid House
4173,Acid House Kings
4175,Acid Jazz DJ
4199,Acker Bilk
4206,Acme Ringtones
4207,Aco Takenaka
4213,Acourve
4214,Acourve Feat. Hanol & Rewind
4215,Acourve feat. Rewine
4219,Acoustic Alchemy
4223,Acoustic Cactus
4231,Acoustic Collabo
4252,Acoustic Guitar Tribute Players
4257,Acoustic Hits
4289,Acoustic tribute band
4295,Acoustified Hits
4299,Acqua Toffana
4305,Acrimonious
4306,Acro Jazz Laboratories
4312,Across The Universe
4313,Acro| Alex Zaytsev| Andgy| Avenue Sunlight| Carrey| Chris Fashion| CJ Edu Pozovniy| D.Malinin| Damian Crew| Dima Nohands| Dj Amigo| DJ Nikita Noskow| DJ Snep| Alex Twice| DVJ Karimov| SamNSK| Gh05T| Juan Pablo Torres| Martin Cloud| Moving| Anton Sergeev|
4321,Act Yo Age| Chux
4323,Act of God
4328,Action Bronson
4343,Active Child
4350,Actress
4352,Actual Sound New Factory
4354,Acumen
4357,Acupuncture for Min
4358,Acustic hotel california
4378,Ada Band
4416,Adam Aldama aka Sizzle
4418,Adam And The Ants
4420,Adam Ant
4421,Adam Ashby
4422,Adam B
4436,Adam Bryanbaum Wiltzie
4441,Adam Cappa
4453,Adam Cork
4456,Adam Crystal
4457,Adam Curtain
4463,Adam Ellis feat. Aylin
4466,Adam Faith
4475,Adam French
4476,Adam Friedman
4477,Adam Friedman feat. Mike Posner| Adam Friedman
4480,Adam Green
4500,Adam Jensen
4503,Adam K
4514,Adam Lambert
4522,Adam Levine
4523,Adam Levine & Tony Lucca
4541,Adam Nystrom
4542,Adam O'Farrill
4555,Adam Rogers
4560,Adam Saleh
4563,Adam Sandler
4588,Adam Wingard
4597,Adama Dramé
4611,Adanna Duru
4616,Adara
4637,Addiction
4641,Addik| Boyoung
4645,Addison Road
4647,Addpico
4657,Adel Tawil
4659,Adela Dalto
4663,Adele
4668,Adele Harley
4674,Adele Taylor
4677,Adele's Karaoke Band
4686,Adelitas Way
4691,Adelén
4692,Adem
4694,Adema
4697,Adept
4700,Aderlating
4702,Aderonke  Ariyo
4705,Adesha
4710,Adexe
4723,Adi Goldstein
4733,Adiam Dymott
4743,Adiemus
4748,Adil
4751,Adil Khan
4752,Adil Memon
4757,Adina Howard
4772,Adiós París
4781,Adley Stump
4794,Admiral Tibet
4805,Ado
4817,Adolfinho
4829,Adonis
4831,Adonis Fox
4837,Adore Delano
4839,Adoro
4844,Adramelech
4857,Adri Garcia
4860,Adrial
4882,Adrian Franchi
4883,Adrian Freedman
4886,Adrian Hour
4891,Adrian Laza
4896,Adrian Lux & Marcus Schossow feat. JJ
4901,Adrian Marcel
4904,Adrian Metzger
4919,Adrian Sina
4929,Adrian Younge| Ali Shaheed Muhammad
4932,Adriana Calcanhotto
4942,Adriana Miglāne
4944,Adriana Partimpim
4951,Adriano Canzian
4962,Adriano Pagani
4971,Adrienne Hindmarsh
4987,Adult Jazz
4990,Adult Pop All-Stars
5005,Adventure Club
5013,Ady Suleiman
5027,Aedem
5037,Aenaon
5048,Aer
5055,Aerial Territory
5057,Aero Chord
5058,Aero Chord & Razihel
5059,Aero Chord| Klaypex
5068,Aerobic Music Workout & Footing Jogging Workout & Dubstep Dj
5083,Aerobics Exercise Music
5086,Aeronave Canal
5087,Aeroplane
5088,Aerosmith
5092,Aes Dana
5094,Aesop Rock
5103,Aetherium
5104,Aevangelist
5105,Aevion
5110,Afasi Filthy
5120,Afficial
5123,Affkt
5125,Affordable Lawn Care
5147,Africa Impact Singers
5173,African Lullaby
5186,Afrika Bambaataa
5187,Afrika Bambaataa & Dynamix II
5191,Afrika Bambaataa & The Soulsonic Force
5194,Afrikan Boy
5204,Afro Fiesta
5209,Afro Maria
5210,Afro Medusa
5222,Afrobeat Makers
5225,Afrojack
5226,Afrojack & Shermanology
5227,Afrojack And Steve Aoki feat. Miss Palmer
5229,Afrojack| Dimitri Vegas| Like Mike and NERVO
5231,Afrojack|THIRTY SECONDS TO MARS
5232,Afrojockers & V1r00z
5235,Afroman
5249,After 7
5257,After Hours
5263,After Romeo
5264,After School
5266,After School| BlackPink| Tara
5268,After The Burial
5277,After10
5289,Afternight Project
