song_id,song_title,artist_id,artist_name,language
1986456,DJ Jerry Hands Up Remix(招牌動作 - 羅百吉舉手歡樂加長混音版),220698,電音E帝國,52.0
2273260,諾言,215986,李翊君,3.0
1232433,懂事,214008,孫燕姿 (Yanzi Sun),3.0
1997960,散場電影,217174,滾石金韻民歌百大精選,3.0
645033,冷戰,212400,侯湘婷 (Angel hou),3.0
1170523,命運點歌 (Destiny Calling),218963,蕭煌奇 (Ricky Hsiao),10.0
1938707,うつし絵,204927,Yui Aragaki (新垣結衣),17.0
1899169,It's Time (Glee歡樂合唱團翻唱、電影「壁花男孩」預告曲),80089,Imagine Dragons,52.0
2295038,左邊右邊,218963,蕭煌奇 (Ricky Hsiao),3.0
2140547,壞與更壞,216221,林宥嘉 (Yoga Lin),3.0
1041604,愛的雙重魔力,16761,BY2,3.0
863409,你多完美,218586,花兒 (林佳音),3.0
482846,Send My Love (To Your New Lover),85667,Jasmine Thompson,52.0
1131529,Every Word,216952,法蘭黛樂團 (Frandé),3.0
1096737,永遠常在 (木村弓),211396,ジブリサウンドトラック,17.0
2124286,Mary Had a Lamb,1523,50 Best Children's Classics,-1.0
63274,本色,212525,八三夭 (The Last Day of Summer 831),3.0
719274,The Music That Makes Me Dance,97428,Kenny G,-1.0
1278987,傷痕,160547,Secret Garden OST,31.0
1042064,FOR YOU,16329,BANGTAN BOYS,17.0
1306759,This Is What It Feels Like (feat. Trevor Guthrie),13652,Armin van Buuren,52.0
1172674,Summer,28748,Calvin Harris,52.0
1871205,舉起手 (Hands Up feat. Manchuker),221385,黑錢幫 (G$MOB),3.0
1880004,是名 愛,215928,李欣芸 (CinCin Lee),-1.0
1396778,第三封信/友子 我就是那時愛上你,217046,海角七號電影原聲帶,3.0
1533946,Where Will You Go,214010,孫盛希 (Shi Shi),3.0
2036271,Turn Me On (feat. Nicki Minaj),45798,David Guetta,-1.0
2108891,心愛的別走,214006,孫淑媚 (May sun),10.0
56221,Family Party,101256,Kyary Pamyu Pamyu (きゃりーぱみゅぱみゅ),17.0
1263994,Hero,164869,Skillet,52.0
1328974,第三者,216456,梁靜茹 (Fish Leong),3.0
939014,What Are Our Odds?,6366,Alan Silvestri,52.0
32840,Boom Clap,195507,Various Artists,52.0
1262797,Tutu Marambá,219287,証聲音樂圖書館 ECHO MUSIC,52.0
1493731,Shall we hope?,216481,棉花糖 (katncandix2),3.0
1705174,THOUGHTFUL NOSTALGIA,219287,証聲音樂圖書館 ECHO MUSIC,52.0
1844118,You Are the Only One,30509,Casting Crowns,52.0
826361,愛上每一個你,212234,伍思凱 (Sky Wu),3.0
1361979,Show Me Love,153267,Robin Schulz,52.0
334128,夜會,217552,王菲 (Faye Wong),3.0
1430625,Lost in Paradise,217546,王若琳 (Joanna Wang),3.0
51863,ECHO,69454,Girls' Generation (少女時代),31.0
121389,糖果屋（格林童話）,11287,Angel MaMA Story Teller,-1.0
1629715,Now,139176,Paramore,52.0
567041,Weary,166452,Solange,52.0
1497083,失戀無罪,828,2006 MP3人氣超強總冠軍,3.0
1539181,Starboy,186296,The Weeknd,52.0
1047437,What Do You Got?,24304,Bon Jovi,52.0
1557326,LOVE LOVE LOVE  跟我說愛我,216787,水晶鋼琴,-1.0
1328603,為你我想做更好的人,213381,品冠 (Victor Wong),3.0
1968280,第四幕,214602,幸福的孩子愛唱歌,3.0
139694,Do What U Want,102703,Lady Gaga,52.0
1418152,夢田,212912,南方二重唱,3.0
2154888,Tear drops,147203,ROY KIM,31.0
423828,Woo Nothing,16632,BOXING樂團,3.0
1086130,管你的擁抱 fyf,220495,陳芳語 (Kimberley),3.0
1621016,They Just Haven't Seen It (feat. the Nicholas),158395,San Holo,52.0
2134613,人生最大的意義,214049,安妮朵拉樂團 (Anniedora),3.0
50398,The One That Got Away,96515,Katy Perry,52.0
1138791,沉醉,217552,王菲 (Faye Wong),3.0
700238,Yesterdays,72399,Guns N' Roses,52.0
1255774,2375,216481,棉花糖 (katncandix2),3.0
1255019,Canon in D,47469,Deep Sleep Music Club,-1.0
1663100,Get It Started (feat. Shakira),143714,Pitbull,52.0
2141882,So into U,207300,f(x),31.0
1493890,天下有情人,195507,Various Artists,3.0
829449,Hear Me Now,25117,Boyce Avenue,52.0
884611,看妳嫁別人,218380,翁立友,10.0
877679,愛你久久,212047,九九,3.0
1552174,面具,215582,曹格 (Gary Chaw),3.0
2276249,你很好,214209,小宇-宋念宇,3.0
154436,薰空,220112,閃靈樂團 (Chthonic),10.0
57261,Prelude in G minor,203742,Yiruma,-1.0
1971787,我敢夢,219478,賴慧如,10.0
1045294,Apologize,188157,Timbaland,52.0
1292811,無論何時（西村由紀江）,213374,和風輕音樂,-1.0
2285058,Work Out,82474,J. Cole,52.0
77911,說再見,218667,草蜢 (Grasshopper),3.0
1664492,Orange Colored Sky,129259,Natalie Cole,-1.0
1548330,Tell Laura I Love Her,6542,Albert West,52.0
215747,Foolish Spy,117548,Master's Sun OST,31.0
1589258,彼得與狼,219071,蘇打綠 (Sodagreen),3.0
928555,千風之歌 （原唱：秋川雅史） 獻給《天空之城》冒險少年巴茲,214119,宮崎駿映畫名曲集,-1.0
136022,Part of the Rain,62452,Final State,52.0
416909,Eagle,2801,ABBA,52.0
244761,My Love,88023,Jess Glynne,52.0
2225745,Santa Monica,159366,Savage Garden,52.0
1123574,First time,195507,Various Artists,31.0
1080901,紅燈碼頭,216285,林淑容,-1.0
480391,有溫柔,219770,郭靜 (Claire Kuo),3.0
174149,The Answer,219457,貴族精選,31.0
268878,回不去的時光,195507,Various Artists,3.0
14716,你好,217415,王大文,3.0
871179,冷水澡,221296,黃立行 (Stanley Huang),3.0
1447237,I Will Always Love You(我會永遠愛著妳),177665,The Best Love Songs Collection,52.0
1469488,You Make me Want To Fall In Love (You Make me Want To Fall In Love),220882,飛兒樂團 (F.I.R.),3.0
2228732,春夏秋冬,214754,張國榮 (Leslie Cheung),24.0
2018733,深藍色,215329,拜爾,3.0
337435,兩個人不等於我們,217397,王力宏 (Leehom Wang),3.0
1263075,Back 2 U (AM 01:27),128087,NCT 127,31.0
298038,烏鴉和天鵝,214288,小童話大世界,-1.0
1108032,리얼러브송,17396,Baek Z Young,31.0
1370450,外婆的澎湖灣,217199,潘安邦,3.0
529333,愛的主打歌,218950,蕭亞軒 (Elva Hsiao),3.0
90187,Here for You,101266,Kygo,52.0
291605,Over The Edge,6004,Akon,52.0
1607819,原來你也在這裡,212761,劉若英 (Rene Liu),3.0
322970,想你想甲心糟糟,219347,謝宜君,10.0
1149186,Welcome To New York,173052,Swifty,52.0
560702,鳥日子,220771,韋禮安 (William Wei),3.0
94476,該我的愛,220340,陳小春 (Jordan Chan),3.0
1897994,公公偏頭痛,213320,周杰倫 (Jay Chou),3.0
1586006,離別曲（蕭邦）(In mir klingt ein Lied),63611,For the Little One,-1.0
953726,Burnin' X'mas,173770,T.M.Revolution,17.0
715192,折騰,218679,莊心妍,3.0
448817,E.O.E.,118647,Maxi Kingdom,52.0
824192,Do What U Want,102703,Lady Gaga,52.0
1808468,最後晚餐,172410,Supper Moment,24.0
1420297,Misery - Maroon 5 (魔力紅),848,2010 The Hottest,52.0
2283098,On Top of Your Head,158383,San E,31.0
1307075,梧桐,212483,元衛覺醒 (Awaking),3.0
898933,告白,221234,黃小楨 (Ze' Hwang),3.0
157349,嫁給我,60504,FTISLAND,31.0
247518,不一定快樂,221333,黃雅莉 (Yali Huang),3.0
668884,奔跑,221241,黃征 (Shawn Huang),3.0
492095,Muah!,3225,APRIL,31.0
611907,幸福氧氣,212898,卓文萱 (Genie Zhuo),3.0
864397,Now Or Never,187493,Three Days Grace,52.0
1987524,美麗的神話,218943,蔣薇,52.0
1708678,Game On (feat. Good Charlotte) [from 'Pixels - The Movie'],198431,Waka Flocka Flame,52.0
164386,Telephone Calls,2461,A$AP Mob,52.0
601314,重感情的人,218891,蔡小虎,10.0
1916148,長不大的男孩,215139,怕胖團 (PA PUN BAND),3.0
1572976,酒矸倘賣無,219089,蘇芮 (Julie Su),3.0
1654762,You're No Good [feat. Santigold| Vybz Kartel| Danielle Haim & Yasmin],111624,MAJOR LAZER,-1.0
477276,笑一個,217029,浩角翔起,3.0
2118983,LIAR LIAR,134372,OH MY GIRL,31.0
160455,The Hawaiian Wedding Song (Ke Kali Nei Au),11186,Andy Williams,52.0
1292885,哭泣的橄欖樹,75659,Hello Nico,3.0
728628,TRUST,66449,GFRIEND,31.0
222840,Blame It on Me,68100,George Ezra,52.0
1724103,Passenger,136038,OneRepublic,52.0
755469,趁早,85719,Jason Chen,52.0
741165,May Be,203742,Yiruma,-1.0
1150507,Armstrong,171516,Suchmos,17.0
1277043,手紙,16669,BRIGHT,17.0
1453058,You're You,65544,Frozen,52.0
1921321,It Just Happens,154879,Roxette,52.0
1884535,Premonition,89764,Joe Satriani,52.0
1723203,遇見快樂,219603,辛曉琪 (Winnie Hsin),3.0
32904,Hello Friday (feat. Jason Derulo),63099,Flo Rida,52.0
2287400,說真的,214140,容祖兒 (Joey Yung),3.0
1236975,You Get What You Give (Glee Cast Version),69754,Glee: The Music,52.0
1786342,Miniskirt,3182,AOA,31.0
2124386,White Flag,49243,Dido,52.0
1452777,Tranquility,197483,Vivian Tsai,-1.0
2110807,It's Raining| It's Pouring,165250,Sleep Baby Sleep,-1.0
677692,Welcome Home,147505,Radical Face,52.0
569598,暖暖寒冬,213731,大自然音樂,-1.0
308655,愛的播音員,220365,陳思安,10.0
557857,等不到的愛,216643,樊凡,3.0
957663,Hey! Baby!,91054,Johnny Hallyday,52.0
2203563,爸爸親親,214162,寶寶的音樂花園,-1.0
2217252,Waterfall,34817,Christopher,52.0
1104771,保護我 (Protecting Me),215291,戴佩妮 (Penny Tai),3.0
1363603,動不動就說愛我,218576,芝麻+龍眼,3.0
354011,Hello new me (日劇「倒數第2次戀愛 2」主題曲),15903,Ayumi Hamasaki (浜崎あゆみ),17.0
362714,I'm Alive,30945,Celine Dion,52.0
744705,傷心路,217699,甲子慧,10.0
942245,你的快樂,220305,陳嘉唯 (Renee Chen),3.0
1195515,愛奴 (Love Slave),215998,李英宏 aka DJ Didilong,3.0
790279,Dreamland Under The Pine Tree,219193,西村由紀江,-1.0
1303220,Goat,65186,French For Rabbits,-1.0
482724,Ferme les Yeux et Imagine,167248,Soprano,52.0
645456,我還是甚麼,220141,關楚耀 (Kelvin Kwan),24.0
173742,Breathe (無法呼吸),17202,Backstreet Boys,52.0
321878,滾滾紅塵,220429,陳淑樺 (Sarah Chen),3.0
231062,那個他,219542,趙泳鑫 (Steelo),3.0
633120,水藍色眼淚,214943,張雨生 (Tom Chang),3.0
1701629,Hear The Bells,144656,Porter Robinson,-1.0
345057,樓上來的聲音,214764,張學友 (Jacky Cheung),24.0
1666967,愛我好嗎,219070,蘇慧倫 (Tarcy Su),3.0
1285982,Desperado,215670,木匠兄妹最愛情歌,52.0
255353,這一路走來,216536,楊宗緯 (Aska Yang),3.0
2021626,奇怪的事,26549,Brown Eyed Girls,31.0
1947375,星期天不要見面,220045,錦繡二重唱 (Walkie Talkie),3.0
1391189,精靈之舞,215131,快樂寶寶古典樂,-1.0
1694689,你的眼神,218910,蔡琴 (Tsai Chin),3.0
505423,愛過了頭,215183,惡男宅急電電視原聲帶,3.0
1107391,Long Way Home 回家路上,1510,5 Seconds Of Summer,52.0
2090519,團圓飯,218624,英皇團員,3.0
2067373,小狐狸 (My Lover),219765,郭采潔 (Amber Kuo),3.0
792933,Believe,157035,SUPER JUNIOR,31.0
1024336,Forest of Skyscrapers,130365,Neon Bunny,31.0
466328,Dreamers,215959,李玉璽 (Dino Lee),3.0
1963751,Sugar| Sugar,111645,MAMORU MIYANO (宮野真守),17.0
110687,これが女のしあわせね,211662,マヒナスターズ/渕上雅代,17.0
1755620,微風細雨,219822,鄧麗君 (Teresa Teng),3.0
48901,Ban Vinus,39705,Customi-Z,17.0
628291,How Deep Is Your Love,174802,Take That,52.0
1202982,茫茫到深更,221013,高勝美 (Malas Kao),10.0
179116,Tikiville,217546,王若琳 (Joanna Wang),52.0
388511,想起,216843,江美琪 (Maggie chiang),3.0
665819,焦糖圓舞曲,215928,李欣芸 (CinCin Lee),-1.0
1830319,Criminal (feat. Freddie Gibbs),205520,ZZ Ward,52.0
1061800,The Prince,195507,Various Artists,31.0
1860477,亂世佳人,192545,Twins,24.0
1903468,單車,215784,李代沫,3.0
2022814,克拉克：小號志願軍,35975,Classics joy Life,-1.0
2158794,Photograph,57176,Elton Skyman,52.0
271382,新房客,217552,王菲 (Faye Wong),3.0
598532,Come & Get It,158026,Sam Tsui,52.0
1367921,黑髮尤物,218875,蔡依林 (Jolin Tsai),3.0
78091,茫茫到深更,216286,林淑容&羅時豐,3.0
34128,殺手,216168,林俊傑 (JJ Lin),3.0
1484551,過程而已,142899,PiA吳蓓雅,3.0
186384,Touch My Heart (TOUCH MY HEART),218292,羅志祥 (Show Lo),3.0
1946458,明明哪也沒去,218319,羊毛與千葉花,17.0
806102,Kaleidoscope (feat. Jonsi),188600,Tiësto,52.0
1440095,Texia,23297,Blossoms,52.0
1287172,ピンクメトセラ,213707,大森靖子,17.0
888685,Vincent(文生),201436,Winter Love Songs,-1.0
137913,I’m in love (feat.에일리),1041,2LSON,31.0
299692,愛是黑白,219169,袁詠琳 (Cindy Yen),3.0
385011,小小美食家,219360,謝欣芷,-1.0
2106401,BLUE,207239,elephant DEE,52.0
1880403,可愛的馬,221427,龍飄飄,3.0
352969,滾滾遼河,220387,陳昇 (Bobby Chen),3.0
832813,無邊無岸,216848,江蕙 (Jody Jiang),10.0
286851,Strange Birds,16490,BIRDY,52.0
2216855,Tout le monde,57668,Emmanuel Moire,52.0
5512,Don't Go,147651,Rae Morris,52.0
484292,Hung Over,195507,Various Artists,52.0
372423,三日月,211592,ピアノ 胎教 音楽 Masters,-1.0
2174674,你知不知道,219136,蟑螂合唱團 (IPIS),3.0
1614144,If,199884,Westlife,52.0
554501,Young As The Morning Old As The Sea,139639,Passenger,52.0
1305488,My life will,214805,張懸 (Deserts Xuan),3.0
1824699,我的回憶不是我的 (泳兒/海鳴威合唱),216966,泳兒 (Vincy Chan),24.0
348876,你是唯一,217224,潘越雲 (Michelle Pan),3.0
1599294,ON THE OPEN SEA,219287,証聲音樂圖書館 ECHO MUSIC,52.0
1479922,ATB with Amurai feat. Melissa Loretta - Heartbeat (Original Mix),3315,ATB,52.0
1037265,Crazy Train,137787,Ozzy Osbourne,52.0
492779,飄流浮雲、燦爛的山丘,211396,ジブリサウンドトラック,17.0
1651973,Twinkle Twinkle Little Star,219457,貴族精選,-1.0
1061766,Why You Think I'm In Love With You,5661,Ailee,31.0
1779285,Youth (4AD Session),45228,Daughter,52.0
658423,공드리,207503,hyukoh,31.0
8041,Teardrops,174699,Tainted Youth,52.0
1836613,Nothing But Trouble,27955,CHARLIE PUTH,52.0
8647,Lokubell,27999,CHiCO with HoneyWorks,17.0
148859,Relaxing Piano,138422,Pacific Coast Baby Music Academy,-1.0
558647,My Romance,195507,Various Artists,52.0
718403,一千零一夜,219682,邰正宵 (Samuel Tai),3.0
409949,從前情人好嗎,213003,古巨基 (Leo Ku),3.0
2264183,愛!它自己會走,213929,姜育恆 (Keung Hang),3.0
1839569,White Love,112190,MONSTA X,31.0
1220608,A Kiss To Build A Dream On,195507,Various Artists,52.0
676747,柊,51113,Do As Infinity,17.0
1185787,Because We Believe,10320,Andrea Bocelli,52.0
1511653,Body,132056,Niia,-1.0
11270,Oumas e outras,32704,Chico Buarque,52.0
190219,一路順風,220452,陳盈潔,10.0
1695750,人生一齣戲,217748,白冰冰,10.0
1357864,Wings (Over the sky）,123602,Mitsuyuki,-1.0
504248,SANSARA世界,100413,Kousuke Atari (中孝介),17.0
2194832,穿越,212909,南征北戰,3.0
1140711,空と君のあいだに,126327,Ms.OOJA,17.0
30240,Break In,73433,Halestorm,-1.0
610453,放個假,221282,黃玠,3.0
86165,Moments (時時刻刻),135900,One Direction,52.0
2172564,My Type 2 (feat.강민경&산체스),195969,Verbal Jint,31.0
902361,Cave Waves,134724,Ocean Waves for Sleep,-1.0
492314,完美的再見 (Good Bye，My Love),157038,SUPER JUNIOR-M,3.0
687651,後來我們,39036,Crispy脆樂團,3.0
1297272,DEPEND ON ME,219287,証聲音樂圖書館 ECHO MUSIC,52.0
20590,Two Pieces,47941,Demi Lovato,52.0
1079828,心願便利貼,213189,吳忠明 (Quack Wu),3.0
1613933,不想回家的人,213929,姜育恆 (Keung Hang),3.0
2146413,生活,212101,五月天 (Mayday),3.0
1479203,TRICK (Original Title : TYPICAL),69454,Girls' Generation (少女時代),31.0
543132,歌仔戲,218829,董事長樂團 (The Chairman),10.0
428489,掌聲,220535,陳雷,10.0
1244373,Masquerade Ball,212802,勁樂音樂Big Bang& Fuzz,-1.0
1436328,慢慢,214764,張學友 (Jacky Cheung),24.0
302453,Rock Meets Rachmaninoff,183470,The Piano Guys,-1.0
147760,當天空開始哭泣,220819,音樂鐵人,3.0
1132746,妳要我愛什麼 What Do You Want,218084,符致逸 (Adrian Fu),3.0
1975562,Party Rock (feat. 개리 (Leessang)| THE KOXX),123171,Miryo,31.0
1977522,Red To Black (feat. Kenna| Jonah Matranga & Styles Of Beyond),63766,Fort Minor,52.0
1537821,我們多久沒牽手,218950,蕭亞軒 (Elva Hsiao),3.0
805814,呼吸 (Breath)  (Sung by 昌珉<東方神起> & f<KRYSTAL>) –日文版,156271,S.M. THE BALLAD,17.0
44081,奇怪,216885,汪蘇瀧 (Silence Wang),3.0
1251259,很好,214008,孫燕姿 (Yanzi Sun),3.0
804965,記得,214800,張惠妹+孫燕姿 (a MEI+Stefanie Sun),3.0
1164639,花兒為什麼這樣紅,212602,刀郎,3.0
1320093,寧珂郡主,219588,軒轅劍 電玩原聲帶,-1.0
2081803,Gravity,213374,和風輕音樂,-1.0
1067963,Apple,195507,Various Artists,52.0
3077,是否真的愛我,214943,張雨生 (Tom Chang),3.0
1665114,Yamaha Mama,167470,Soulja Boy Tellem,52.0
271707,Violin Concerto in A Minor| BWV 1041 (1986 - Remaster): III. Allegro assai,90083,Johann Sebastian Bach,-1.0
215722,忘了時間的鐘,213003,古巨基 (Leo Ku),3.0
1380469,那年夏天我學會了在被子裏抱緊自己,215060,徐良,3.0
2223306,鬧公堂,213150,吳兆南+魏龍豪,-1.0
1416347,Don't Give Up On Me,44183,Daniel Powter,52.0
295889,Beautiful,194745,VICTON,31.0
803123,倒帶,218875,蔡依林 (Jolin Tsai),3.0
1257318,DESTINY  網路情人,216787,水晶鋼琴,-1.0
2188941,Gamer,112182,MONKEY MAJIK,17.0
1234408,流星小夜曲,217170,滾石國語1歌,3.0
1425916,大肚腩,220204,阿牛 (Aniu),3.0
2264241,天敵,214843,張棟樑 (Nicholas Teo),3.0
1185931,心狠手辣,219435,豪記大對唱,10.0
2164454,太完美 (Perfection),157038,SUPER JUNIOR-M,17.0
269523,J'en connais,29656,Carla Bruni,52.0
2194079,愛情魔法 with 小沼洋介,95384,Kana Uemura (植村花菜),17.0
105862,Because Of You,139204,Parc Jae Jung,31.0
2027980,最美的,217158,溫嵐 (Landy Wen),3.0
1663625,Valsa n°12 em Lá Maior,219287,証聲音樂圖書館 ECHO MUSIC,-1.0
2069812,看見聽見,215291,戴佩妮 (Penny Tai),3.0
1285511,獨家快樂,212898,卓文萱 (Genie Zhuo),3.0
1644537,ブラックアウト,188900,Tokyo Incidents (東京事変),17.0
154739,Clair De Lune,35997,Claude Debussy,-1.0
943838,Bad Ritual,188165,Timber Timbre,52.0
914501,Almost Loved,146901,R3HAB & VINAI,-1.0
1009172,24首前奏曲，作品28 - 第七曲，A大調 - Vladimir Ashkenazy| Piano,217031,浪漫古典名曲101,-1.0
59656,男人的心也會流淚 (Nan Ren De Sin Ye Hui Liu Lei),214646,庾澄慶 (Harlem Yu),3.0
1596341,聽,219477,賴慈泓,3.0
1374607,Dirty Mind,1258,3OH!3,52.0
2045470,Alive (Remix),76604,Hillsong Young & Free,52.0
839739,忘不了你的好,212541,六哲,3.0
1031065,Vibeology,140664,Paula Abdul,52.0
412961,2 Stars,28951,Camp Rock,52.0
630345,Rosa Morena,154545,Rosa Passos,-1.0
1362296,Piano Concerto No.1 in C Op.15 (1990 Digital Remaster): II. Largo,35610,Clara Haskil,-1.0
1609295,Greensleeves,175501,Tato Gomez & Felix Pando,-1.0
517280,99 (From 'Mob Psycho 100'),162647,Shibuya Sunrise,52.0
952653,Patience,174802,Take That,52.0
2070359,Californication,149517,Red Hot Chili Peppers,-1.0
1113672,舊吉他的流浪者之歌—故事,214757,張大光,-1.0
943767,All I Want Is You,207855,m-flo,17.0
228373,A FISTFUL OF DOLLAS,19211,Beautiful Songs Of The Golden Age,52.0
2097385,I have a Dream,219345,謝安琪 (Kay Tse),3.0
1053126,煙,217552,王菲 (Faye Wong),3.0
367861,幽默曲,58470,Eric Chung,-1.0
1250761,Toy Soldier,97610,Keri Hilson,52.0
1116943,我愛你 (feat.Alex)(CLAZZIQUAI酷懶之味),109834,Loveholic,31.0
2237987,海王星 (Neptune),212927,南瓜妮歌迷俱樂部,3.0
1771115,Memory,219193,西村由紀江,-1.0
2237995,手指,217561,王識賢,10.0
177000,後悔,219886,鄭華娟,3.0
1024128,Bye Bye Bye,217713,畢書盡 (Bii),3.0
1601045,Wake Me up (feat. Jennel Garcia),25117,Boyce Avenue,52.0
12335,自在江湖笑,220709,霹靂布袋戲劇集原聲帶,10.0
1171740,忘不了,220827,順子 (Shunza),3.0
308748,Lyla,134582,Oasis,52.0
2136472,Move Bitch,110428,Ludacris Presents & Disturbing Tha Peace,52.0
2121590,田嬰(故事劇音樂版),219361,謝欣芷+黃靜雅,-1.0
774101,朝聖者的腳步,212602,刀郎,3.0
549235,Oh My God,183671,The Pretty Reckless,52.0
933179,Sweet Dream,210879,『我鄰居是EXO』OST,31.0
788,WTF Love Is,190445,Tove Lo,52.0
1206201,Still Lovin' You,128744,Namie Amuro (安室奈美恵),17.0
85485,當愛已成往事,214754,張國榮 (Leslie Cheung),3.0
82108,給你的歌(A Song For You),220827,順子 (Shunza),52.0
1699311,Lonesome Sound,120004,Merchandise,52.0
2225154,我在妳不在的城市,215895,李日詹,3.0
144452,All-American Girl,30184,Carrie Underwood,52.0
738154,Dark Days,139358,Parkway Drive,52.0
2120328,Down and Dusky Blonde,70119,God Help The Girl,52.0
420546,Heal Over,94913,KT Tunstall,52.0
2179993,Dear My Dream,213644,大原櫻子,17.0
1217565,插曲,219881,鄭秀文 (Sammi Cheng),24.0
411414,乾妹妹,214946,張震嶽,3.0
2227976,Chasing Summers (R3hab & Quintino Remix),188600,Tiësto,52.0
1130577,夢,212384,來自紅花坂 電影原聲大碟,17.0
1300157,Knock Yourself Out,83865,Jadakiss,-1.0
67982,我不知道,212807,動力火車 (Power Station),3.0
2259213,LOVER'S'MiLE,105936,LiSA,17.0
325041,Theme From Love Story,216479,梵谷之愛,52.0
1998743,Deadpool Rap,175784,Teamheadkick,52.0
239868,NoNoNo,12943,Apink,31.0
1516004,CARNIVAL,36738,Coco d' Or (ココドール),17.0
221566,飄洋過海來看你,195507,Various Artists,3.0
1038976,laughter in the rain(雨中的笑聲),218198,純愛西洋對唱情歌CV,52.0
1286171,漫漫長夜,220467,陳綺貞 (Cheer Chen),3.0
274695,小星星,214367,尚雯婕,3.0
1038765,明知故犯,216199,林夕字傳,24.0
568950,愛我請留言 (TVB劇集<愛我請留言>主題曲),213227,吳若希 (Jinny Ng),24.0
1306400,Sugar Rush Showdown,202256,Wreck-It Ralph,52.0
2209117,Dare To Live (Vivere),10320,Andrea Bocelli,52.0
2082605,Hey Jude,4312,Across The Universe,52.0
1575910,超人接力 (Puff Nation Superman Cypher),145889,Puff Nation Superman Cypher 超人接力,3.0
1996746,春風搖曳著花兒,216978,洪億展,-1.0
769881,Let You Win (讓你得逞),112627,Macy Gray,52.0
